date,casual,member,total_rides,casual_share,avg_ride_length_mins,avg_casual_ride_length_mins,avg_member_ride_length_mins,temp_max,temp_min,temp_mean,precip_mm,rain_any,rain_1mm,rain_5mm
2025-04-12,189,908,1097,0.1722880583409298,6.929226633242176,9.054050176366843,6.486945080763583,5.7,1.6,3.9,17.2,1,1,1
2025-04-13,1066,1892,2958,0.3603786342123056,12.630409471489745,18.885200594121326,9.106304113812543,14.1,4.0,8.9,0.0,0,0,0
2025-04-14,421,2327,2748,0.1532023289665211,8.01669202450267,12.395584916864609,7.224464303108436,16.3,4.9,10.6,0.0,0,0,0
2025-04-15,543,2497,3040,0.17861842105263157,7.79914079495614,12.401787476979743,6.798244860499266,18.8,9.0,13.4,1.4,1,1,0
2025-04-16,408,2278,2686,0.1518987341772152,6.832277841896253,9.248184109477124,6.399578211881767,10.2,5.3,7.7,0.0,0,0,0
2025-04-17,702,2483,3185,0.22040816326530613,8.69417574568289,13.845836324786324,7.237685320177206,15.6,3.4,9.3,0.0,0,0,0
2025-04-18,783,2224,3007,0.2603924176920519,9.146547771865647,13.404087888463176,7.647602667865708,18.4,4.1,12.0,0.0,0,0,0
2025-04-19,1172,2024,3196,0.3667083854818523,13.919594993742178,22.823629451080773,8.763701523386034,27.1,15.7,21.0,0.1,1,0,0
2025-04-20,722,1488,2210,0.3266968325791855,12.120356787330316,18.79897167590028,8.879792305107527,22.0,10.9,16.0,0.0,0,0,0
2025-04-21,411,2217,2628,0.15639269406392695,7.325024093099949,11.77315486618005,6.500404450458578,13.6,7.3,10.6,0.3,1,0,0
2025-04-22,660,2634,3294,0.20036429872495445,8.397570016191056,12.618910126262627,7.339831036446469,27.1,11.1,18.7,0.1,1,0,0
2025-04-23,708,2633,3341,0.21191260101765938,8.631526957996607,13.125017537664784,7.423250721610331,25.1,9.8,17.6,0.0,0,0,0
2025-04-24,799,2841,3640,0.2195054945054945,8.190589358974359,11.306408239465998,7.3142995717470365,26.2,11.4,19.5,0.0,0,0,0
2025-04-25,860,2673,3533,0.24341919048966884,9.236706745919426,14.294806414728681,7.609334611547574,25.0,14.4,19.3,0.0,0,0,0
2025-04-26,809,1798,2607,0.31031837360951287,9.771658624216853,13.684016625463535,8.011315118650352,22.2,13.9,18.5,13.2,1,1,1
2025-04-27,680,1726,2406,0.2826267664172901,9.879820615128844,13.78308661764706,8.342033314020858,14.2,8.4,11.8,0.0,0,0,0
2025-04-28,716,2539,3255,0.21996927803379415,10.76745456221198,21.16236096368715,7.836082768806616,22.6,9.1,16.0,0.0,0,0,0
2025-04-29,680,2645,3325,0.20451127819548873,9.141902090225564,15.620007843137254,7.476453352236925,27.1,11.1,19.5,0.0,0,0,0
2025-04-30,725,2750,3475,0.20863309352517986,8.456600949640288,12.190024275862068,7.4723348,22.8,16.4,20.4,0.0,0,0,0
2025-05-01,734,2822,3556,0.2064116985376828,7.8456647965879265,10.882879700272479,7.055687567918733,21.2,10.2,15.7,0.0,0,0,0
2025-05-02,1056,2995,4051,0.26067637620340656,9.180229770427056,13.24562518939394,7.746821569282137,30.1,14.2,21.9,0.0,0,0,0
2025-05-03,1494,2590,4084,0.36581782566111654,12.833207619164218,18.533119533690318,9.545304761904761,29.0,18.3,22.7,8.7,1,1,1
2025-05-04,570,1467,2037,0.27982326951399117,9.967494215349369,14.816743040935673,8.083328004998863,21.3,15.3,17.8,13.6,1,1,1
2025-05-05,250,1577,1827,0.13683634373289547,6.724649051268018,9.037789666666667,6.357949524413443,20.2,14.4,16.2,12.7,1,1,1
2025-05-06,403,2194,2597,0.15517905275317675,7.172971544089334,9.290231968569065,6.7840672819811605,19.1,14.0,16.3,21.3,1,1,1
2025-05-07,738,2925,3663,0.20147420147420148,8.297825498225498,11.842613979223126,7.403448096866097,22.5,13.9,17.8,0.3,1,0,0
2025-05-08,793,3037,3830,0.2070496083550914,8.2880408616188,11.456601933585539,7.460688563275162,24.3,13.6,18.5,0.4,1,0,0
2025-05-09,378,1770,2148,0.17597765363128492,7.7152155105524525,10.80681340388007,7.054975960451977,16.9,12.2,14.3,14.6,1,1,1
2025-05-10,1394,2456,3850,0.36207792207792205,12.223202294372294,16.79485038259206,9.628382491856678,20.6,10.1,15.1,0.0,0,0,0
2025-05-11,1069,1911,2980,0.3587248322147651,14.263972046979866,21.694321842843777,10.10748647305076,23.4,11.3,17.7,0.0,0,0,0
2025-05-12,687,2713,3400,0.20205882352941176,8.684468044117647,13.747247962154296,7.402444526354588,20.4,10.9,16.2,0.0,0,0,0
2025-05-13,532,2431,2963,0.17954775565305434,7.542402896838789,10.13097694235589,6.975919395310572,20.4,14.8,17.3,3.9,1,1,0
2025-05-14,220,1140,1360,0.16176470588235295,6.406339289215687,7.354763257575757,6.223310102339181,19.2,14.9,16.3,26.5,1,1,1
2025-05-15,742,2792,3534,0.20996038483305038,8.269733960573477,10.94083519766397,7.559863932664757,23.0,15.6,18.4,4.1,1,1,0
2025-05-16,934,2626,3560,0.26235955056179777,8.787990093632958,11.81560960028551,7.711144465600406,22.4,15.2,18.1,0.9,1,0,0
2025-05-17,1582,2608,4190,0.3775656324582339,12.423634411296739,16.670197123893807,9.84769031186094,26.8,17.3,21.8,2.5,1,1,0
2025-05-18,1175,2140,3315,0.35444947209653094,13.453046515837103,19.790943687943262,9.973126339563862,23.1,14.9,19.1,0.5,1,0,0
2025-05-19,598,2517,3115,0.19197431781701443,8.916901797752809,14.32357544593088,7.632360343000927,20.1,12.1,15.9,0.0,0,0,0
2025-05-20,650,2628,3278,0.19829164124466137,8.51968111145007,12.188910512820513,7.612147203196346,18.6,8.6,13.9,0.0,0,0,0
2025-05-21,389,2049,2438,0.15955701394585725,6.838209953513808,9.169487446443872,6.395619936554416,14.0,9.6,12.2,4.0,1,1,0
2025-05-22,243,1187,1430,0.16993006993006993,6.936268974358974,8.447580589849109,6.626876621735467,12.6,9.0,10.5,22.8,1,1,1
2025-05-23,586,2129,2715,0.2158379373848987,8.443898170656844,12.327027104664392,7.375080155002348,16.8,8.8,12.0,3.2,1,1,0
2025-05-24,702,1663,2365,0.29682875264270614,10.923105482734321,16.250886823361824,8.674096161555422,17.0,8.5,13.2,0.5,1,0,0
2025-05-25,862,1648,2510,0.3434262948207171,12.986450856573706,20.25291863882444,9.185664917071197,19.2,10.4,14.9,0.0,0,0,0
2025-05-26,1094,1910,3004,0.3641810918774967,14.734557889480694,21.742140798293722,10.720790506108203,22.2,10.4,16.7,0.0,0,0,0
2025-05-27,574,2553,3127,0.18356251998720818,7.643149275130583,10.372789953542393,7.0294345280062664,25.6,11.9,18.6,0.0,0,0,0
2025-05-28,373,1851,2224,0.1677158273381295,7.096272999100719,8.966442225201073,6.719410156672069,19.0,12.4,15.7,10.6,1,1,1
2025-05-29,623,2441,3064,0.2033289817232376,7.7317985313315925,10.145520331728196,7.1157605626109515,21.6,12.7,17.2,2.9,1,1,0
2025-05-30,781,2761,3542,0.2204968944099379,8.340481916996048,10.276119504908237,7.792950965833636,23.5,16.2,19.1,7.7,1,1,1
2025-05-31,1036,2263,3299,0.3140345559260382,10.42577214307366,13.9216666988417,8.82535377817057,19.5,12.3,16.2,39.4,1,1,1
2025-06-01,993,2115,3108,0.3194980694980695,13.83123299013299,18.580523094998323,11.601424444444444,18.8,9.6,14.4,0.0,0,0,0
2025-06-02,610,2684,3294,0.18518518518518517,8.706398188625784,13.439970027322405,7.630586407103825,21.6,9.9,16.1,0.0,0,0,0
